,Category,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"Kimchi, Baechukimchi(Chinese cabbage)",Vegetables,25,1.4,0.2,4.4,0,64,0.8,232,23.41666667,0.09,0.06,7,0,0
"Kimchi, Baechukimchi, Prepared with spring cabbage",Vegetables,39,2.22,0.67,5.95,3.6,53,0.56,626,48.08333333,0.032,0.167,4.04,336.69,51.83
"Kimchi, Baechukimchi, Prepared with summer cabbage",Vegetables,38,1.84,0.49,6.56,4.6,51,0.45,606,25,0.043,0.079,3.64,262.21,24.96
"Kimchi, Baechukimchi, Prepared with autumn cabbage",Vegetables,37,1.85,0.54,6.1,4.6,50,0.51,548,15.08333333,0.08,0.071,3.15,277.9,38.85
"Kimchi, Baekkimchi, Without red pepper powder",Vegetables,16,0.95,0.07,3,1.9,35,0.24,395,2,0.016,0.04,15.98,17.86,16.53
"Kimchi, Yeolmukimchi, Prepared with young leafy radish",Vegetables,32,2.4,0.29,4.99,3.2,134,0.68,510,73.16666667,0.028,0.177,1.6,111.95,66.99
"Kimchi, Yeolmumulkimchi, Young leafy radish water kimchi",Vegetables,18,1.41,0.07,2.91,0.5,32,0.21,493,31.5,0.028,0.041,3.88,34.59,7.34
"Kimchi, Oi-Sobagi, Prepared with cucumber",Vegetables,37,1.76,0.37,6.66,3.1,29,0.57,302,56.08333333,0.077,0.099,0.89,198.67,37.93
"Kimchi, Yuchaekimchi, Prepared with Brassica napus leaf",Vegetables,62,3.5,0.8,10.1,0,67,0,926,222.1666667,0.2,0.23,56,0,0
"Kimchi, Yuchaemulkimchi, Prepared with Brassica napus leaf",Vegetables,17,1,0.1,3,0,37,0,452,2.833333333,0.08,0.04,19,0,0
"Kimchi, Chongkakkimchi, Prepared with small radish",Vegetables,41,2.02,0.2,7.89,3.1,42,0.67,692,22.16666667,0.013,0.076,1.65,78.82,37.91
"Kimchi, Pakimchi, Prepared with green onion",Vegetables,49,2.5,0.58,8.51,4.6,60,0.73,655,107.4166667,0.051,0.114,2.22,319.22,68.57
"Kimchi, Eolgaribaechukimch prepared with summer cabbage",Vegetables,30,1.88,0.58,4.37,3.3,125,0.39,581,114.6666667,0.016,0.039,5.36,257.27,71.2
"Kkokkalnamul, Leaves, Dried",Vegetables,285,24.3,4.7,52.2,0,84,2.1,0,18.08333333,0.03,0.07,1,0,0
"Cauliflower(Brassica oleracea var. botrytis L.), Raw",Vegetables,22,1.9,0.1,4.7,0,12,0.6,28,1,0.07,0.09,99,0,0
"Cauliflower(Brassica oleracea var. botrytis L.), Blanched",Vegetables,20,1.4,0.1,4.5,0,12,0.4,22,0.5,0.04,0.07,82,0,0
"Thesium(Prunella vulgaris L.), Raw",Vegetables,48,1.6,0.2,11.9,0,160,21.3,3,1725.166667,0.1,0.19,5,0,0
"Thesium(Prunella vulgaris L.), Dried",Vegetables,309,8.2,4,71.6,0,996,20.9,10,971.8333333,0.47,0.76,5,0,0
"Winged bean(Psophocarpus tetragonolobus (L.) DC.), Immature, Raw",Vegetables,36,1.9,0.2,6.5,0,40,1.4,0,10.5,0.06,0.11,17,0,0
"Shepherd's purse(Capsella bursa-pastoris (L.) Medik.), Raw",Vegetables,41,4.23,0.27,8.06,5.3,193,13.24,5,78.25,0.07,0.318,24.29,43.96,112.12
"Shepherd's purse(Capsella bursa-pastoris (L.) Medik.), Blanched",Vegetables,49,5.09,0.5,9.19,8.1,192,9.74,4,137.9166667,0,0.322,35.8,67.7,265.7
"Neomchwi(Ligularia fischeri var. spiciformis), Raw",Vegetables,35,1.9,0.3,7.9,0,174,4.5,2,254.3333333,0.04,0.64,33,0,0
"Neomchwi(Ligularia fischeri var. spiciformis), Blanched",Vegetables,29,1.6,0.2,6.6,0,166,1.8,3,181.6666667,0.03,0.28,12,0,0
"Green peas, Immature, Raw",Vegetables,93,6.9,0.4,15.3,7.7,23,1.7,1,34.16666667,0.39,0.16,19,69,12
"Green peas, Immature, Blanched",Vegetables,110,8.3,0.2,18.5,8.6,32,2.2,3,35.83333333,0.29,0.14,16,35,6
"Green peas, Immature, Canned",Vegetables,98,3.6,0.4,19.7,6.9,33,1.8,330,16.66666667,0.04,0.04,0,110,20
"Pleurospermum camtschaticum Hoffm, Dried",Vegetables,280,12.9,1.2,66.9,0,538,9.4,41,7.916666667,0.35,1.29,30,0,0
"Pleurospermum camtschaticum Hoffm, Boiled and dried",Vegetables,290,15.3,1.4,67.4,0,629,7.3,54,7.25,0.3,0.65,55,0,0
"Pleurospermum camtschaticum Hoffm, Leaves, Raw",Vegetables,72,2.3,0.5,17.3,0,341,3.7,2,197.5,0.08,0.42,73,0,0
"Pleurospermum camtschaticum Hoffm, Leaves, Blanched",Vegetables,38,1.4,0.4,8.8,0,258,2.1,2,181,0.03,0.12,10,0,0
"Pleurospermum camtschaticum Hoffm, Stem, Raw",Vegetables,31,0.2,0.2,8.1,0,172,1.8,1,0,0.03,0.09,21,0,0
"Pleurospermum camtschaticum Hoffm, Stem, Blanched",Vegetables,25,0.2,0.1,6.6,0,179,0.2,4,0,0.02,0.05,13,0,0
"Clerodendron trichotomun, Raw",Vegetables,65,4.5,1,12.7,0,0,0,0,0,0,0,0,0,0
"Cardamine komarovi, Raw",Vegetables,28,2.5,0.3,5.4,0,47,3.9,0,58.08333333,0.04,0.12,19,0,0
"Wild garlic(Allium monanthum), Raw",Vegetables,28,1.9,0.22,6.1,2.9,62,3.51,7,96.83333333,0.064,0.09,0,67.53,63.71
"Ligusticum acutilobum, Roots, Raw",Vegetables,70,0.6,1.2,15.3,0,39,3.1,76,0,0.16,0.15,11,0,0
"Ligusticum acutilobum, Leaves, Raw",Vegetables,43,3.2,0.4,8.8,0,80,17.8,3,17.58333333,0.2,0.16,43,0,0
"Angelica giga, Leaves, Raw",Vegetables,39,2.6,0.7,7.4,0,54,15,3,20.58333333,0.18,0.24,25,0,0
"Carrot, Roots, Raw",Vegetables,31,1.02,0.13,7.03,3.1,24,0.28,23,459.6666667,0.037,0.062,3.02,83.02,7.9
"Carrot, Roots, Blanched",Vegetables,31,0.97,0.13,7.01,2.6,25,0.24,16,298.5,0.025,0.052,0,85.44,8.69
"Carrot juice, Canned",Vegetables,40,0.95,0.15,9.28,0.8,24,0.46,66,775.25,0.092,0.055,8.5,0,0
Carrot juice,Vegetables,38,0.44,0.09,10.03,2.1,11,0.09,42,604.25,0,0.035,5.64,67.99,0
"Deodeok(Codonopsis lanceolata), Roots, Raw",Vegetables,89,1.91,0.13,21.52,8.1,29,0.93,1,0.25,0.036,0.171,5.31,66.45,16.98
"Deodeok(Codonopsis lanceolata), Roots, Powder",Vegetables,339,11.19,0.77,78.4,35.7,261,25.88,6,0.75,0.337,0.363,16.73,448.54,81.61
"Doraji(Platycodon grandiflorus), Balloon flower, Roots, Raw",Vegetables,56,1.7,0.11,13.08,4.2,40,0.32,3,0.5,0.007,0.065,5.06,64.03,5.38
"Doraji(Platycodon grandiflorus), Balloon flower, Roots, Dried",Vegetables,324,10.67,0.89,74.59,26.8,246,2.11,22,3.5,0.12,0.736,0,498.84,50.38
"Doraji(Platycodon grandiflorus), Balloon flower, Roots, Powder",Vegetables,339,12.53,1.12,76.64,31.9,299,5.41,29,2.416666667,0.04,0.844,11.36,617.04,74.67
"Doraji(Platycodon grandiflorus), Balloon flower, Roots, Blanched",Vegetables,49,1.48,0.14,11.35,2.6,43,0.36,4,0.75,0.034,0.082,3.73,80.38,9.39
"Dolnamul(Sedum sarmentosum Bunge), Stringy stonecrop, Raw",Vegetables,15,1.19,0.08,3.23,1,190,0.77,0,90.33333333,0.298,0.075,107.99,20.23,25.53
"Wax gourd(Benincasa hispida), Raw",Vegetables,12,1.1,0.1,2.4,0,11,1.4,11,0,0.07,0.01,9,0,0
"Wax gourd(Benincasa hispida), Blanched",Vegetables,16,0.6,0.1,3.7,1.5,22,0.3,1,0,0.01,0.01,27,44,0
"Aralia elata var. elata, Young leaf bud, Raw",Vegetables,33,4.13,0.22,5.89,2.3,48,1.68,1,185.1666667,0.263,0.358,23.74,80.91,57.11
"Aralia elata var. elata, Young leaf bud, Blanched",Vegetables,32,3.49,0.28,5.81,3,67,1.27,2,197.9166667,0.025,0.126,2.52,101.93,77.48
"Aralia elata var. elata, Leaves, Raw",Vegetables,46,6.69,0.46,7.32,5.3,40,2.34,2,118.9166667,0.079,0.443,6.11,184.09,101.85
"Aralia elata var. elata, Leaves, Blanched",Vegetables,41,5.53,0.51,6.44,5,40,1.34,2,105.3333333,0.013,0.345,6.97,195.23,147.49
"Aralia elata var. elata, Stem, Raw",Vegetables,33,3.56,0.24,6.12,4.2,44,0.79,1,30.58333333,0.021,0.293,2.31,117.23,29.79
"Aralia elata var. elata, Stem, Blanched",Vegetables,28,2.81,0.28,5.24,4.1,33,0.45,1,31.16666667,0.01,0.251,0.55,137.42,52.9
"Aralia continentalis Kitag., Raw",Vegetables,25,2.4,0.22,4.79,4.4,80,8,2,44.5,0.01,0.261,9.83,99,31.81
"Aralia continentalis Kitag., Blanched",Vegetables,24,2.3,0.25,4.56,3.4,73,1.57,2,54.91666667,0.029,0.147,3.98,114.14,46.6
"Aralia continentalis Kitag., Leaves, Raw",Vegetables,43,4.3,0.3,8.5,0,140,1.9,22,5,0.25,0.46,47,0,0
"Aralia continentalis Kitag., Leaves, Blanched",Vegetables,61,6.3,0.8,10.8,0,221,2.5,27,11.75,0.22,0.35,14,0,0
"Aralia continentalis Kitag., Stem, Raw",Vegetables,17,1.6,0.2,3.1,0,36,1.1,29,0.333333333,0.16,0.31,4,0,0
"Aralia continentalis Kitag., Stem, Blanched",Vegetables,16,1.5,0.1,3.3,0,55,0.8,3,0.583333333,0.11,0.12,4,0,0
"Solomon¢¥s seal(Polygonatum odoratum), Leaves, Raw",Vegetables,52,3.4,0.2,11.7,0,58,8.9,9,9.166666667,0.11,0.05,2,0,0
"Solomon¢¥s seal(Polygonatum odoratum), Leaves, Dried",Vegetables,289,16.5,0.9,67.7,0,572,59.9,7,0.833333333,0.46,1.41,32,0,0
"Perilla seed, Sprouts, Raw",Vegetables,17,1.7,0.1,2.5,0,29,7.8,0,3.916666667,0.04,0.19,7,0,0
"Perilla Leaves, Raw",Vegetables,47,4.46,0.5,8.89,5.7,296,1.91,1,630.4166667,0.329,0.508,2.73,69.51,245.03
"Perilla Leaves, Blanched",Vegetables,32,3.93,0.6,4.8,3.9,226,1.39,1,586.6666667,0.045,0.161,0.13,61.57,381.3
"Perilla Leaves, Steamed",Vegetables,37,4.37,0.55,6.07,4.7,265,2.42,1,600.5833333,0.138,0.421,1.05,53.79,343.56
"Perilla Leaves, Pickled(Jangajji), Canned",Vegetables,76,4.7,1.7,10.4,0,166,4,1679,364.75,0.09,0.15,0,0,0
"Perilla Leaves, Pickled(Jangajji)",Vegetables,124,4.03,0.42,26,4.4,178,2.34,1809,347.25,0.099,0.221,12.74,42.32,267.51
"Roka, Raw",Vegetables,17,2.6,0.2,2.5,0,80,3.2,92,8.333333333,0.1,0.2,23,0,0
"Arugula, Raw",Vegetables,25,2.58,0.66,3.65,1.6,160,1.46,27,118.6666667,0.044,0.086,15,0,0
"Leek(Allium porrum L.), Raw",Vegetables,54,1.8,0.3,13.2,0,20,0.1,4,23.08333333,0.05,0.05,41,0,0
"Leek(Allium porrum L.), Blanched",Vegetables,28,1.3,0.1,6.8,2.6,26,0.6,2,3.083333333,0.05,0.07,9,23,33
"Garlic, Bulb, Raw",Vegetables,123,7.03,0.12,26.65,3.3,8,0.82,2,0,0.118,0.276,11.86,58.23,0
"Garlic, Bulb, Dried",Vegetables,333,16.3,0.7,73.3,0,18,6.5,7,0,0.52,0.63,39,0,0
"Garlic, Bulb, Frozen",Vegetables,126,7.38,0.07,27.29,3,7,0.99,1,0,0.128,0.665,11.86,23.02,0.88
"Garlic, Bulb, Freeze-dried",Vegetables,330,15.3,0.5,73.7,0,13,1.6,5,0,0.48,0.24,32,0,0
"Garlic, Bulb, Blanched",Vegetables,133,7.84,0.13,28.59,2.2,8,0.85,1,0,0.13,0.602,11.86,70.03,3.29
"Garlic, Bulb, Roasted",Vegetables,141,8.29,0.17,30.39,2.2,8,1.56,2,0,0.123,0.612,14.03,93.75,4.3
"Garlic, Early-maturing cultivar, Bulb, Raw",Vegetables,148,8.6,0,32.2,0,9,1.6,2,0,0.28,0.12,7,0,0
"Garlic, Early-maturing cultivar, Bulb, Roasted",Vegetables,47,3.3,0,9.9,0,3,0.9,1,0,0.08,0.02,5,0,0
"Garlic, China, Bulb, Raw",Vegetables,106,5.9,0.1,23.2,0,7,0.8,18,0,0.21,0.1,23,0,0
"Garlic, Late-maturing cultivar, Bulb, Raw",Vegetables,124,7.88,0.19,26.22,4.4,16,0.73,5,0,0.172,0.046,5.04,93.65,0
"Garlic, Late-maturing cultivar, Bulb, Blanched",Vegetables,127,8.25,0.14,26.77,3.5,17,0.67,5,0.166666667,0.166,0.047,4.38,82.49,0
"Garlic, Late-maturing cultivar, Bulb, Baked",Vegetables,184,11.8,0.27,38.82,4.3,24,1.03,7,0.416666667,0.183,0.063,4.69,160.29,0
"Garlic, Late-maturing cultivar, Bulb, Roasted",Vegetables,159,9.84,1.35,31.31,4.1,20,0.92,6,0.25,0.21,0.08,4.07,736.5,62.22
"Green garlic, Shoot, Raw",Vegetables,29,1.9,0.17,7.33,3.7,63,0.55,2,89.5,0.096,0.089,11.81,39.36,41.78
"Green garlic, Shoot, Blanched",Vegetables,30,1.82,0.29,7.28,3.4,72,0.36,2,91.5,0.02,0.119,9.66,79.43,97.83
"Garlic Scapes, Raw",Vegetables,45,1.86,0.06,13.39,4.6,49,0.51,1,35.5,0.009,0.065,44.37,6.7,3.56
"Garlic Scapes, Blanched",Vegetables,50,1.98,0.17,14.82,4.2,51,0.49,2,76.58333333,0.087,0.066,38.08,64.31,46.73
"Garlic Scapes, Pickled(Jangajji)",Vegetables,118,1.96,0.14,27.34,5.2,21,0.61,1410,11.25,0.026,0.023,0,58.72,24.5
"Garlic, Pickled(Jangajji)",Vegetables,113,2.43,0.16,25.36,2.9,7,0.37,1127,0,0.043,0.025,0,85.96,6.29
"Golden lace patrinia(Patrinia scabiosifolia), Raw",Vegetables,45,2.1,0.1,10.9,0,8,0.2,0,328.5,0.02,0.28,11,0,0
"Butterbur(Petasites japonicus (Siebold & Zucc.) Maxim.), Petiole, Raw",Vegetables,17,2.31,0.14,2.74,2.7,103,1.05,2,242,0.01,0.084,2.46,28.66,78.99
"Butterbur(Petasites japonicus (Siebold & Zucc.) Maxim.), Petiole, Dried",Vegetables,281,17.4,3.7,58.2,0,1104,59.3,48,15.91666667,0.39,3.17,6,0,0
"Butterbur(Petasites japonicus (Siebold & Zucc.) Maxim.), Petiole, Boiled and dried",Vegetables,278,26.73,4.67,48.62,39.1,1253,14.43,46,2716.666667,0.413,1.072,0.61,890.04,2633.96
"Butterbur(Petasites japonicus (Siebold & Zucc.) Maxim.), Petiole, Boiled",Vegetables,28,2.44,0.44,5.2,4.5,121,0.99,5,306.5,0,0.099,5.32,84.99,253.4
"Butterbur(Petasites japonicus (Siebold & Zucc.) Maxim.), Petiole, Blanched",Vegetables,25,2.17,0.41,4.42,4.2,105,0.86,2,235.6666667,0,0.109,6.56,81.68,233.33
"Buckwheat, Sprouts, Raw",Vegetables,24,1.9,1.2,1.9,3.6,11,0.9,4,1509.833333,0.29,0.15,1,0,0
"Moringa oleifera Lam., Leaves, Raw",Vegetables,66,4.21,1.38,12.43,6.4,313,2.46,6,148.1666667,0.242,0.32,216.76,65.24,239.42
"Scattered ladybell(Adenophora remotiflora), Leaves, Raw",Vegetables,64,6.61,0.71,11.85,5.3,877,2.31,3,781.9166667,0.041,0.749,47.67,137.88,323.25
"Scattered ladybell(Adenophora remotiflora), Leaves, Boiled",Vegetables,49,6.09,1.02,7.24,6.3,651,1.66,2,656.9166667,0.025,0.261,2.1,159.13,593.91
"Boehmeria nivea, Murakami, Leaves, raw",Vegetables,51,4.4,1.36,8.13,5.7,895,2.46,1,261.3333333,0.197,0.21,2.39,67.32,90.39
"Radish(Raphanus sativus), Japanese radish, Roots, Raw",Vegetables,21,1.1,0.1,4.5,0,27,0.4,14,0,0.02,0.03,22,0,0
"Radish(Raphanus sativus), Korean radish, Roots, Raw",Vegetables,15,0.63,0.09,3.36,0.6,23,0.18,6,0.333333333,0.059,0.021,7.34,24.66,9.81
"Radish(Raphanus sativus), Sprouts, Raw",Vegetables,22,2.2,0.3,3.9,2.3,44,1.4,15,0,0.28,0.14,2,0,0
"Radish(Raphanus sativus), Japanese radish, Leaves, Raw",Vegetables,22,2.3,0.7,2.9,0,329,7.3,38,417.0833333,0.07,0.26,62,0,0
"Radish(Raphanus sativus), Korean radish, Leaves, Raw",Vegetables,31,2.9,0.2,6.1,0,341,11.5,154,13.83333333,0.21,0.17,72,0,0
"Radish(Raphanus sativus) leaves, Dried, Blanched",Vegetables,23,1.58,0.27,4.68,4.3,108,1.46,91,148.9166667,0.082,0.046,0,21.09,146.62
"Radish, Pickled",Vegetables,22,0.44,0.21,4.89,1.4,14,0.29,219,0,0,0.01,100.35,4.46,8.34
"Radishes, Korean style, Yellow, Pickled",Vegetables,12,0.36,0.05,2.42,2.1,21,0.16,637,0,0.013,0.015,18.42,6.64,13.18
"Radish(Raphanus sativus), Boiled broth",Vegetables,1,0,0,0.3,0.6,3,0.3,3,0,0.01,0,0,0,0
"Radish(Raphanus sativus), Dried",Vegetables,318,13.59,0.3,65.34,28.2,344,5.18,303,1.416666667,0.583,0.262,61.38,22.45,69.59
"Seasoned dried radish, Cooked",Vegetables,136,3.3,1,28.5,7.8,101,18.1,1282,75.75,0.23,0.15,0,0,0
"Radish(Raphanus sativus), Pickled(Jangajji)",Vegetables,131,2.25,0.61,29.24,7.6,87,1.83,1073,102.8333333,0.031,0.209,0,241.64,81.01
"Pickled radish(Ssammu), Pickled",Vegetables,15,0.54,0.03,3.1,2.3,16,0.16,400,0,0.038,0,1.39,5.37,9.38
"Ostericum praeteritum Kitag., Dried",Vegetables,289,19.6,2.5,61.6,0,83,1.7,0,29.58333333,0.01,0.03,0,0,0
"Watercress(Nasturtium officinale), Raw",Vegetables,23,3.5,0.1,3.7,0,105,9.1,28,171.75,0.11,0.22,92,0,0
"Selenge wormwood(Artemisia selengensis), Raw",Vegetables,36,5.4,0.3,5.6,0,106,12.1,0,284.25,0.12,0.13,15,0,0
"Selenge wormwood(Artemisia selengensis), Blanched",Vegetables,47,1.9,0.1,11.7,0,44,2.5,7,11.25,0.03,0.03,0,0,0
"Water dropwort, Concentrated",Vegetables,120,0.36,0,33.48,1.4,31,0.11,6,0,0.021,0.142,2.44,0,0
"Water dropwort(Oenanthe javanica), Wild, Raw",Vegetables,21,2.2,0.2,3.8,0,55,2,18,110,0.15,0.16,15,0,0
"Water dropwort(Oenanthe javanica), Wild, Blanched",Vegetables,19,2.3,0.2,3.2,0,35,1.3,7,77.91666667,0.1,0.1,2,0,0
"Water dropwort(Oenanthe javanica), Whole, Raw",Vegetables,22,1.81,0.25,4.45,3.5,45,0.39,5,80.25,0.02,0.199,3.67,103.84,67.89
"Water dropwort(Oenanthe javanica), Whole, Blanched",Vegetables,25,2.04,0.32,4.82,3.1,61,0.46,6,78.41666667,0.021,0.127,8,120.8,93.96
"Water dropwort(Oenanthe javanica), Leaves, Raw",Vegetables,30,2.84,0.4,5.62,3.7,104,0.87,5,211.5,0.018,0.326,12.13,135.39,138.65
"Water dropwort(Oenanthe javanica), Stems, Raw",Vegetables,22,0.9,0.16,5.15,3.1,34,0.29,6,25.66666667,0.01,0.093,1.93,79.04,28.92
"Paprika, Raon orange, Raw",Vegetables,38,0.97,0.79,8.22,3.4,9,0.68,3,13.08333333,0.016,0.002,191.02,80.22,39.04
"Paprika, Raon yellow, Raw",Vegetables,41,1.01,1.09,8.32,1.9,9,0.51,2,10.25,0.011,0.009,168.02,94.95,37.19
"Paprika, Raon red, Raw",Vegetables,41,1.07,0.94,8.49,0.3,10,0.38,2,12.5,0.114,0.066,202.75,121.97,43.15
"Dandelion(Taraxacum officinale), Raw",Vegetables,29,2.44,0.44,5.48,3.3,119,5.42,1,200.5,0.039,0.211,2.21,88.42,255.19
"Dandelion(Taraxacum officinale), Blanched",Vegetables,30,2.18,0.51,5.74,4.6,115,1.44,1,192.8333333,0,0.159,2.26,96.57,301.79
"Malabar spinach(Basella alba L.), Raw",Vegetables,13,0.7,0.2,2.6,2.2,150,0.5,9,241.6666667,0.03,0.07,41,0,0
"Malabar spinach(Basella alba L.), Blanched",Vegetables,15,0.9,0.2,3.2,3.1,180,0.4,7,266.6666667,0.02,0.05,18,0,0
"Basil, Improved, Raw",Vegetables,46,2.6,0.6,9.7,0,17,0.1,12,36.08333333,0.1,0.01,32,0,0
"Basil, Native, Raw",Vegetables,47,2.3,0.5,10.4,0,15,0.2,0,31.25,0.1,0.04,51,0,0
"Gourd, Flesh, Raw",Vegetables,21,0.5,0.1,5.2,0,27,2.1,6,0,0.11,0.01,15,0,0
"Gourd, Flesh(Includes seeds), Raw",Vegetables,32,1,0.1,8,0,14,2.2,5,0,0.16,0.02,21,0,0
"Gourd shavings, Dried",Vegetables,268,7.6,0.4,69,0,321,4.4,14,0,0.11,0,2,0,0
"Alangium platanifolium, Leaves, Raw",Vegetables,100,6.7,1.2,20.7,0,718,3.5,27,901,0.43,1.09,151,0,0
"Bopchwinamul, Dried",Vegetables,282,21,4,55.2,0,77,2.1,0,14.66666667,0.02,0.03,1,0,0
"Sow thistle(Sonchus oleraceus), Raw",Vegetables,46,2.5,0.4,10.3,0,39,4.4,5,20.41666667,0.17,0.24,2,0,0
"Brussels sprouts, Raw",Vegetables,49,3.28,0.16,11.17,5.5,49,1.21,25,8.583333333,0.446,0.209,0,24.08,42.31
"Brussels sprouts, Blanched",Vegetables,49,5.3,0.1,9.8,5.2,36,1,5,56.66666667,0.13,0.16,110,15,33
"Plebeian sage(Salvia plebeia R.Br.), Leaves, Raw",Vegetables,25,1.73,0.62,4.5,2.1,88,2.5,7,21.75,0.146,0.191,4.65,34.05,102.97
"Korean-mint(Agastache rugosa), Leaves, Raw",Vegetables,55,4.87,0.46,11.13,6.4,237,3.8,2,411.75,0.104,0.483,14.12,58.14,273.39
"Chinese cabbage, Raw",Vegetables,12,1.1,0,2.7,0,29,0.5,15,0.416666667,0.2,0.03,10,0,0
"Chinese cabbage, Blanched",Vegetables,17,1.4,0,3.9,0,41,2.6,7,0.166666667,0.05,0.01,11,0,0
"Chinese cabbage, Spring, Raw",Vegetables,13,1.61,0.07,2.28,1.2,55,0.58,13,22.16666667,0.022,0.071,24.43,6.33,31.35
"Chinese cabbage, Spring, Boiled",Vegetables,14,1.39,0.12,2.61,1.7,52,0.34,8,16.58333333,0,0.042,15.3,10.82,65.04
"Chinese cabbage, Spring, Salted",Vegetables,15,1.63,0.09,2.89,2.5,61,0.36,496,36.08333333,0.028,0.069,5.62,8.73,42.61
"Chinese cabbage, Summer havested, Raw",Vegetables,17,0.9,0.02,3.99,1,60,0.25,3,12,0.018,0.044,12.07,1.02,0.98
"Chinese cabbage, Summer, Boiled",Vegetables,17,0.85,0.23,3.53,2.8,94,0.33,3,30.66666667,0.009,0.024,11.83,28.89,133.93
"Chinese cabbage, Summer havested, Salted",Vegetables,17,1.03,0.05,4.04,2.1,53,0.28,606,6.75,0.05,0.038,4.09,5.18,19.77
"Chinese cabbage, Autumn, Raw",Vegetables,15,1.25,0.05,3.35,2,42,0.24,11,2.25,0.027,0.04,8.99,3.71,22.3
"Chinese cabbage, Autumn, Boiled",Vegetables,14,1.25,0.06,2.94,1.6,69,0.27,9,7.75,0.02,0.032,9.18,4.95,33.54
"Chinese cabbage, Salted",Vegetables,18,1.35,0.06,3.9,1.5,57,0.26,359,5.083333333,0.049,0.043,6.96,5.39,31.94
"Chinese cabbage, Sprouts, Raw",Vegetables,63,3.4,4.3,5.3,4.3,61,1.1,8,68.08333333,0.65,0.28,17,0,0
"Chinese cabbage, Norangbombaechu, Outdoor, raw",Vegetables,13,1,0,3,0,24,0.5,9,1.833333333,0.05,0.04,11,0,0
"Chinese cabbage, Norangbombaechu, Outdoor, Blanched",Vegetables,17,1.2,0,3.9,0,39,1,12,0.5,0.1,0.01,6,0,0
"Chinese cabbage, Norangbombaechu, Outdoor, Salted",Vegetables,16,1.1,0.1,3.6,0,34,1.5,663,0.833333333,0.06,0.03,15,0,0
"Chinese cabbage, Norangbombaechu, Cultivated in green house, Raw",Vegetables,12,1,0,2.6,0,28,1.1,11,1.833333333,0.06,0.04,12,0,0
"Chinese cabbage, Norangbombaechu, Cultivated in green house, Blanched",Vegetables,15,1,0,3.4,0,75,1.2,12,0.583333333,0.1,0.01,7,0,0
"Chinese cabbage, Norangbombaechu, Cultivated in green house, Salted",Vegetables,15,1,0,3.4,0,28,2.5,530,1.083333333,0.08,0.03,13,0,0
"Chinese cabbage, Spring green, Raw",Vegetables,23,2.02,0.17,4.78,2.7,101,0.87,50,77.16666667,0.048,0.087,23.28,15.29,91.99
"Chinese cabbage, Spring green, Blanched",Vegetables,22,1.84,0.18,4.54,2.5,101,0.51,38,75.5,0.239,0.066,21.68,15.76,108.28
"Chinese cabbage, Buram3ho, Outdoor, Raw",Vegetables,23,0.9,0.1,5.7,0,60,0.6,14,0.083333333,0.08,0.03,24,0,0
"Chinese cabbage, Buram3ho, Outdoor, Blanched",Vegetables,33,1.3,0.1,8.2,0,89,0.5,18,3.666666667,0.04,0.03,17,0,0
"Chinese cabbage, Buram3ho, Outdoor, Salted",Vegetables,30,1.2,0.1,7.4,0,58,0.4,397,1.166666667,0.1,0.05,34,0,0
"Chinese cabbage, Buram3ho, Cultivated in green house, Raw",Vegetables,13,1,0.1,2.8,0,47,0.1,12,0.166666667,0.07,0.02,12,0,0
"Chinese cabbage, Buram3ho, Cultivated in green house, Blanched",Vegetables,18,1.3,0.1,3.8,0,86,0.4,15,0.75,0.04,0.01,8,0,0
"Chinese cabbage, Buram3ho, Cultivated in green house, Salted",Vegetables,18,1.1,0.1,4,0,65,0.2,533,1,0.07,0.02,13,0,0
"Chinese cabbage, Summer, Raw",Vegetables,10,1,0,2.2,0,33,0.4,26,0.25,0.07,0.03,16,0,0
"Chinese cabbage, Summer, Blanched",Vegetables,12,0.8,0.1,2.6,0,57,1.2,25,0.25,0.05,0.01,12,0,0
"Chinese cabbage, Summer, Salted",Vegetables,11,0.8,0.1,2.3,0,38,1.2,684,0.25,0.05,0.05,15,0,0
"Chinese cabbage, Dried",Vegetables,278,14.38,3.89,58.92,29.6,981,9.45,153,400.8333333,1.587,0.871,9.25,137.3,641.8
"Chinese cabbage, Dried, Boiled",Vegetables,23,1.68,0.24,4.6,4,111,0.89,4,70.66666667,0,0.009,0,24.83,111.8
"Chinese cabbage, Raw, Organic",Vegetables,14,1.1,0,3.2,0,26,0.6,13,0.666666667,0.11,0.03,17,0,0
"Blady grass(Imperata cylindrica), Raw",Vegetables,138,1.1,0.3,34.6,0,1,14.9,29,0,0.06,0.16,12,0,0
"Blady grass(Imperata cylindrica), Roots, Dried",Vegetables,337,9,2,77,0,275,29,115,0,0.32,1,21,0,0
"Blady grass(Imperata cylindrica), Leaves, Dried",Vegetables,314,22,3,66,0,624,19,50,1264.916667,0.42,2,19,0,0
"Edible lily bulb(Lilium davidii), Roots, Raw",Vegetables,118,3.34,1.52,24.91,0,9,0.65,2,2,0.062,0.011,6.3,17.76,0
"Aster pinnatifidus, Raw",Vegetables,38,4,0.1,7.6,0,7,0.5,0,243.5833333,0.04,0.34,6,0,0
